symbol,timeframe,cluster,optuna_ev,best_atr_sl_mult,best_atr_tp_mult,best_breakeven_atr,best_trail_activation_atr,best_trail_distance_atr,best_horizon
CORN.c,H1,commodity,-0.002221,1.5,6.0,0.8,2.5,1.0,30
SOYBEAN.c,M30,commodity,-0.002294,1.5,6.0,0.8,2.5,1.0,30
XPT_USD,M30,commodity,-0.002303,1.5,6.0,0.8,2.5,1.0,30
WHEAT.c,M30,commodity,-0.002309,1.5,6.0,0.8,2.5,1.0,30
ETHUSD,M30,crypto,-0.002342,1.5,6.0,1.0,3.0,1.0,30
CORN.c,M30,commodity,-0.002419,1.5,6.0,0.8,2.5,1.0,30
ALGUSD,M30,crypto,-0.002488,1.5,6.0,1.0,3.0,1.0,30
DOGEUSD,H1,crypto,-0.002506,1.5,6.0,1.0,3.0,1.0,30
VOWG_p,M30,equity,-0.002524,1.5,4.5,1.0,2.0,0.5,24
XRPUSD,H4,crypto,-0.002551,1.5,6.0,1.0,3.0,1.0,30
IBE,H1,equity,-0.00261,1.5,4.5,1.0,2.0,0.5,24
BCHUSD,M30,crypto,-0.002631,1.5,6.0,1.0,3.0,1.0,30
XPD_USD,H4,commodity,-0.002717,1.5,6.0,0.8,2.5,1.0,30
T,H1,equity,-0.002772,1.5,4.5,1.0,2.0,0.5,24
IBE,M30,equity,-0.002908,1.5,4.5,1.0,2.0,0.5,24
NERUSD,H1,crypto,-0.002954,1.5,6.0,1.0,3.0,1.0,30
XTZUSD,H4,crypto,-0.003077,1.5,6.0,1.0,3.0,1.0,30
DOGEUSD,M30,crypto,-0.003164,1.5,6.0,1.0,3.0,1.0,30
LTCUSD,H1,crypto,-0.003178,1.5,6.0,1.0,3.0,1.0,30
AIRF,H1,equity,-0.003495,1.5,4.5,1.0,2.0,0.5,24
LTCUSD,M30,crypto,-0.003693,1.5,6.0,1.0,3.0,1.0,30
DOTUSD,H1,crypto,-0.003712,1.5,6.0,1.0,3.0,1.0,30
NERUSD,M30,crypto,-0.003766,1.5,6.0,1.0,3.0,1.0,30
XPD_USD,H1,commodity,-0.003873,1.5,6.0,0.8,2.5,1.0,30
ADAUSD,H1,crypto,-0.003981,1.5,6.0,1.0,3.0,1.0,30
AIRF,M30,equity,-0.004171,1.5,4.5,1.0,2.0,0.5,24
XPD_USD,M30,commodity,-0.004185,1.5,6.0,0.8,2.5,1.0,30
DOTUSD,M30,crypto,-0.004315,1.5,6.0,1.0,3.0,1.0,30
XRPUSD,H1,crypto,-0.004413,1.5,6.0,1.0,3.0,1.0,30
ADAUSD,M30,crypto,-0.0046,1.5,6.0,1.0,3.0,1.0,30
XRPUSD,M30,crypto,-0.004952,1.5,6.0,1.0,3.0,1.0,30
XTZUSD,H1,crypto,-0.005059,1.5,6.0,1.0,3.0,1.0,30
XTZUSD,M30,crypto,-0.005837,1.5,6.0,1.0,3.0,1.0,30
COTTON.c,H1,commodity,-0.006577,1.5,6.0,0.8,2.5,1.0,30
NATGAS.cash,H4,commodity,-0.007839,1.5,6.0,0.8,2.5,1.0,30
XMRUSD,H4,crypto,-0.008131,1.5,6.0,1.0,3.0,1.0,30
NATGAS.cash,H1,commodity,-0.009896,1.5,6.0,0.8,2.5,1.0,30
XMRUSD,H1,crypto,-0.010129,1.5,6.0,1.0,3.0,1.0,30
NATGAS.cash,M30,commodity,-0.010563,1.5,6.0,0.8,2.5,1.0,30
XMRUSD,M30,crypto,-0.01067,1.5,6.0,1.0,3.0,1.0,30
NEOUSD,H4,crypto,-0.021673,1.5,6.0,1.0,3.0,1.0,30
NEOUSD,H1,crypto,-0.024192,1.5,6.0,1.0,3.0,1.0,30
NEOUSD,M30,crypto,-0.024802,1.5,6.0,1.0,3.0,1.0,30
HEATOIL.c,H4,commodity,-0.039881,1.5,6.0,0.8,2.5,1.0,30
HEATOIL.c,H1,commodity,-0.040735,1.5,6.0,0.8,2.5,1.0,30
HEATOIL.c,M30,commodity,-0.041073,1.5,6.0,0.8,2.5,1.0,30
